Reporting Period,Project Number,Legacy Project Number,Street Address,City,County,State,ZIP Code,Incorporated Municipality,Municipality Type,Census Tract,Sector,Program Type,Solicitation,Electric Utility,Purchase Type,Date Application Received,Date Completed,Project Status,Contractor,Minority or Women Owned Business Enterprise (MWBE),Primary Inverter Manufacturer,Primary Inverter Model Number,Total Inverter Quantity,Primary PV Module Manufacturer,PV Module Model Number,Total PV Module Quantity,Project Cost,$Incentive,Total Nameplate kW DC,Expected KWh Annual Production,Remote Net Metering,Affordable Solar,Community Distributed Generation,Green Jobs Green New York Participant,Latitude,Longitude,Georeference
11/30/2022,245668,,,Great Neck,Nassau,NY,11023,North Hempstead,Town,36059300400,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,7/14/2020,9/21/2020,Complete,Tesla Energy Operations Inc.,No,SolarEdge Technologies Ltd.,SE3800H-US [240V],1,Hanwha Q CELLS,Q.PEAK DUO BLK-G5/SC 315,12,9999.99,3375,3.78,2397,,No,No,No,40.8017448,-73.7254061,POINT (-73.7254061 40.8017448)
11/30/2022,224918,,,Plainview,Nassau,NY,11803,Oyster Bay,Town,36059519602,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/5/2019,12/23/2019,Complete,Tesla Energy Operations Inc.,No,SolarEdge Technologies Ltd.,SE3800H-US [240V],1,Hanwha Q CELLS,Q.PEAK DUO BLK-G5/SC 315,13,10600,3375,4.1,3686,,No,No,No,40.7768421,-73.4882112,POINT (-73.4882112 40.7768421)
11/30/2022,255584,,,Plainview,Nassau,NY,11803,Oyster Bay,Town,36059519801,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,7/25/2020,1/22/2021,Complete,SunRun Inc.,No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],40,LG Electronics Inc.,LG345N1C-V5,40,56625,3375,13.8,14481,,No,No,No,40.7693678,-73.4881499,POINT (-73.4881499 40.7693678)
11/30/2022,301197,,,Seaford,Nassau,NY,11783,Oyster Bay,Town,36059520900,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,4/6/2021,6/10/2021,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],23,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,23,33031.17,3496,8.74,9793,,Yes,No,Yes,40.6979378,-73.475699,POINT (-73.475699 40.6979378)
11/30/2022,317037,,,East Rockaway,Nassau,NY,11518,Hempstead,Town,36059412200,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,7/9/2021,1/4/2022,Complete,EmPower Solar,No,Enphase Energy Inc.,IQ7AS-66-ACM-US [240V],24,Sunpower,SPR-A400-G-AC,24,49398,3375,9.6,11960,,No,No,No,40.6332349,-73.6672123,POINT (-73.6672123 40.6332349)
11/30/2022,297162,,,Elmont,Nassau,NY,11003,Hempstead,Town,36059405100,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,3/18/2021,4/29/2021,Complete,SunRun Inc.,No,Enphase Energy Inc.,IQ7-60-x-US [240V],8,"LONGi Green Energy Technology Co., Ltd.",LR6-60HPB-315M,8,24688.07,3375,2.52,2637,,No,No,No,40.6921633,-73.7035043,POINT (-73.7035043 40.6921633)
11/30/2022,300708,,,Levittown,Nassau,NY,11756,Hempstead,Town,36059409200,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,4/13/2021,8/24/2021,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US-& [240V],26,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,26,64804.69,3952,9.88,11750,,Yes,No,No,40.7206369,-73.5137848,POINT (-73.5137848 40.7206369)
11/30/2022,254243,,,Massapequa,Nassau,NY,11758,Oyster Bay,Town,36059521302,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,9/24/2020,10/27/2020,Complete,Tesla Energy Operations Inc.,No,SolarEdge Technologies Ltd.,SE7600H-US [240V],1,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+/SC 340,24,16000,3375,8.16,10246,,No,No,No,40.6567758,-73.4782733,POINT (-73.4782733 40.6567758)
11/30/2022,304376,,,Great Neck,Nassau,NY,11021,North Hempstead,Town,36059300600,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,4/29/2021,11/12/2021,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],22,REC Solar,REC365AA Black,22,41546,3375,8.03,7252,,No,No,No,40.7893824,-73.7203509,POINT (-73.7203509 40.7893824)
11/30/2022,281698,,,New Hyde Park,Nassau,NY,11040,North Hempstead,Town,36059302900,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/25/2020,10/12/2021,Complete,EmPower Solar,No,SunPower,SPR-E20-327-E-AC [240V],24,Sunpower,SPR-E20-327-E-AC,24,25785.24,3375,7.85,10493,,No,No,Yes,40.7449003,-73.673772,POINT (-73.673772 40.7449003)
11/30/2022,206234,,,East Meadow,Nassau,NY,11554,Hempstead,Town,36059408100,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,8/9/2019,10/11/2019,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],27,"S-Energy Co., Ltd.",SN360M-10,27,39434.12,3888,9.72,11696,,Yes,No,Yes,40.7062483,-73.5557891,POINT (-73.5557891 40.7062483)
11/30/2022,352995,,,East Meadow,Nassau,NY,11554,Hempstead,Town,36059408100,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/27/2021,4/26/2022,Complete,EmPower Solar,No,Enphase Energy Inc.,IQ7AS-66-ACM-US-x [240V],38,SunPower,SPR-A420-G-AC,38,55470,3375,0,0,,No,No,No,40.7062483,-73.5557891,POINT (-73.5557891 40.7062483)
11/30/2022,308056,,,Levittown,Nassau,NY,11756,Hempstead,Town,36059409100,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Lease,5/14/2021,9/9/2021,Complete,SunRun Inc.,No,Delta Electronics,M6-TL-US [240V],1,LG Electronics Inc.,LG350N1C-V5,21,23672,3375,7.35,6934,,No,No,No,40.71639,-73.5270022,POINT (-73.5270022 40.71639)
11/30/2022,277980,,,Baldwin,Nassau,NY,11510,Hempstead,Town,36059413700,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,2/5/2021,3/4/2021,Complete,Tesla Energy Operations Inc.,No,SolarEdge Technologies Ltd.,SE7600H-US [240V],1,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,24,16400,3375,8.16,6460,,No,No,No,40.6465468,-73.6098142,POINT (-73.6098142 40.6465468)
11/30/2022,269131,,,West Hempstead,Nassau,NY,11552,Hempstead,Town,36059406202,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/22/2020,3/21/2022,Complete,SunRun Inc.,No,Enphase Energy Inc.,IQ7-60-x-US [240V],30,LG Electronics Inc.,LG330N1C-A5,30,55575,3375,9.9,9894,,No,No,No,40.6777325,-73.649718,POINT (-73.649718 40.6777325)
11/30/2022,262136,,,East Meadow,Nassau,NY,11554,Hempstead,Town,36059408100,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Lease,9/16/2020,12/17/2021,Complete,SunRun Inc.,No,Enphase Energy Inc.,IQ7-60-x-US [240V],19,LG Electronics Inc.,LG330N1C-A5,19,22822,3375,6.27,6885,,No,No,No,40.7062483,-73.5557891,POINT (-73.5557891 40.7062483)
11/30/2022,426282,,,Massapequa,Nassau,NY,11758,Oyster Bay,Town,36059520700,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,4/9/2022,10/17/2022,Complete,"SuNation Solar Systems, Inc.",No,,,0,,,0,0,3375,0,0,,No,No,No,40.7137448,-73.4701386,POINT (-73.4701386 40.7137448)
11/30/2022,301406,,,Garden City,Nassau,NY,11530,Hempstead,Town,36059406501,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,4/13/2021,11/22/2021,Complete,Long Island Power Solutions,No,Generac Power Systems,X7602 [240V],1,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,20,30400,3750,7.6,7852,,No,No,No,40.720353,-73.6389524,POINT (-73.6389524 40.720353)
11/30/2022,354175,,,East Rockaway,Nassau,NY,11518,Hempstead,Town,36059412200,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,11/27/2021,4/27/2022,Complete,EmPower Solar,No,Enphase Energy Inc.,IQ7X-96-x-ACM-US [240V],19,SunPower,SPR-X22-360-E-AC,19,59928.9,3375,0,0,,No,No,No,40.6332349,-73.6672123,POINT (-73.6672123 40.6332349)
11/30/2022,272453,,,Bellmore,Nassau,NY,11710,Hempstead,Town,36059414900,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/27/2020,4/28/2021,Complete,Hytech Solar Inc,No,,,0,,,0,0,3375,0,0,,No,No,No,40.6887431,-73.5311732,POINT (-73.5311732 40.6887431)
11/30/2022,257586,,,Port Washington,Nassau,NY,11050,North Hempstead,Town,36059301200,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,8/11/2020,7/8/2021,Complete,"SuNation Solar Systems, Inc.",No,SolarEdge Technologies Ltd.,SE7600H-US [240V],2,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN340SA17,1,17515.4,3375,0.34,340,,No,No,No,40.8240114,-73.7032951,POINT (-73.7032951 40.8240114)
11/30/2022,269103,,,Roslyn Heights,Nassau,NY,11577,North Hempstead,Town,36059302200,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,11/14/2020,6/30/2021,Complete,SunRun Inc.,No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],24,LG Electronics Inc.,LG345N1C-V5,24,40625,3375,8.28,8810,,No,No,No,40.7864891,-73.647847,POINT (-73.647847 40.7864891)
11/30/2022,306405,,,Valley Stream,Nassau,NY,11581,Hempstead,Town,36059410700,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,5/6/2021,7/20/2021,Complete,SunRun Inc.,No,SolarEdge Technologies Ltd.,SE7600H-US [240V],1,LG Electronics Inc.,LG350N1C-V5,27,52870.94,3375,9.45,11160,,No,No,No,40.6531331,-73.6962424,POINT (-73.6962424 40.6531331)
11/30/2022,328716,,,Westbury,Nassau,NY,11590,Hempstead,Town,36059407600,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/16/2021,5/20/2022,Complete,EmPower Solar,No,Enphase Energy Inc.,IQ7XS-96-y-ACM-z [240V],22,SunPower,SPR-X22-360-E-AC,22,35489,3375,0,0,,No,No,No,40.7461475,-73.5685582,POINT (-73.5685582 40.7461475)
11/30/2022,251710,,,Syosset,Nassau,NY,11791,Oyster Bay,Town,36059518400,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,8/24/2020,11/9/2020,Complete,Solar Done Right (dba for J Synergy Solar LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-ACM-US [240V],24,LG Electronics Inc.,LG350N1C-V5,24,29217,3360,8.4,9167,,Yes,No,Yes,40.8233116,-73.4918911,POINT (-73.4918911 40.8233116)
11/30/2022,266546,,,Bellmore,Nassau,NY,11710,Hempstead,Town,36059415300,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/6/2020,1/21/2021,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7X-96-x-US [240V],36,SANYO ELECTRIC CO LTD OF PANASONIC GROUP,VBHN330SA17E,36,50391,3375,11.88,12845,,No,No,Yes,40.6722033,-73.5348249,POINT (-73.5348249 40.6722033)
11/30/2022,240925,,,Long Beach,Nassau,NY,11561,Hempstead,Town,36059416900,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,3/19/2020,4/10/2020,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],27,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,27,33690.03,3672,9.18,9854,,Yes,No,Yes,40.6048438,-73.5586235,POINT (-73.5586235 40.6048438)
11/30/2022,295902,,,Merrick,Nassau,NY,11566,Hempstead,Town,36059408400,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,3/18/2021,6/29/2021,Complete,SunRun Inc.,No,Enphase Energy Inc.,IQ7-60-x-US [240V],24,"LONGi Green Energy Technology Co., Ltd.",LR6-60HPB-310M,24,37625,3375,7.44,10201,,No,No,No,40.6935665,-73.5633932,POINT (-73.5633932 40.6935665)
11/30/2022,260242,,,Plainview,Nassau,NY,11803,Oyster Bay,Town,36059519802,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,9/30/2020,1/21/2021,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],15,Solaria Corporation,Solaria PowerXT-370R-PD,15,38321,3375,5.55,7455,,No,No,No,40.7700003,-73.470091,POINT (-73.470091 40.7700003)
11/30/2022,273123,,,Westbury,Nassau,NY,11590,North Hempstead,Town,36059303900,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/29/2020,4/29/2021,Complete,SunRun Inc.,No,Delta Electronics,M6-TL-US [240V],1,"LONGi Green Energy Technology Co., Ltd.",LR6-60HPB-310M,21,31125,3375,6.51,6337,,No,No,No,40.7650481,-73.5904256,POINT (-73.5904256 40.7650481)
11/30/2022,242606,,,Merrick,Nassau,NY,11566,Hempstead,Town,36059414600,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,4/8/2020,8/19/2020,Complete,Tesla Energy Operations Inc.,No,SolarEdge Technologies Ltd.,SE3800H-US [240V],1,Hanwha Q CELLS,Q.PEAK DUO BLK-G5/SC 315,13,10600,3375,4.1,5443,,No,No,No,40.6837281,-73.5665187,POINT (-73.5665187 40.6837281)
11/30/2022,294937,,,Franklin Square,Nassau,NY,11010,Hempstead,Town,36059405600,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,3/20/2021,8/25/2021,Complete,Surf Clean Energy Inc,No,SolarEdge Technologies Ltd.,SE7600H-US [240V],1,REC Solar,REC440AA 72,20,35622,3520,8.8,10267,,Yes,No,Yes,40.6956088,-73.6734206,POINT (-73.6734206 40.6956088)
11/30/2022,356374,,,Seaford,Nassau,NY,11783,Hempstead,Town,36059416100,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,11/4/2021,3/3/2022,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7A-72-2-US [240V],35,Solaria Corporation,Solaria PowerXT-400R-PM,35,65659,3375,0,0,,No,No,No,40.6566387,-73.4945963,POINT (-73.4945963 40.6566387)
11/30/2022,268153,,,Westbury,Nassau,NY,11590,North Hempstead,Town,36059304100,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/24/2020,2/25/2021,Complete,Patriot Energy Solutions Corp.,No,Enphase Energy Inc.,IQ7-60-x-ACM-US [208V],23,Solaria Corporation,Solaria PowerXT-370R-PD,23,28083,3404,8.51,9308,,Yes,No,Yes,40.7595973,-73.5803624,POINT (-73.5803624 40.7595973)
11/30/2022,288209,,,Oceanside,Nassau,NY,11572,Hempstead,Town,36059413200,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,3/9/2021,7/20/2021,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],32,"S-Energy Co., Ltd.",SN20-72MBE-385V,32,47033,3375,12.32,14237,,No,No,No,40.6304882,-73.6436456,POINT (-73.6436456 40.6304882)
11/30/2022,442293,,,Plainview,Nassau,NY,11803,Oyster Bay,Town,36059519702,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,3/5/2022,7/12/2022,Complete,EmPower Solar,No,Enphase Energy Inc.,IQ7AS-66-ACM-US-x [240V],11,SunPower,SPR-A400-BLK-G-AC,11,26075,3375,0,0,,No,No,No,40.7888247,-73.4577056,POINT (-73.4577056 40.7888247)
11/30/2022,274211,,,Great Neck,Nassau,NY,11021,North Hempstead,Town,36059300500,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/4/2020,10/4/2022,Complete,Harvest Power,No,,,0,,,0,0,3375,0,0,,No,No,No,40.7863748,-73.7468768,POINT (-73.7468768 40.7863748)
11/30/2022,363113,,,Sea Cliff,Nassau,NY,11579,Oyster Bay,Town,36059517400,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/3/2021,3/18/2022,Complete,Long Island Power Solutions,No,Generac Power Systems,X7602 [240V],1,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,23,30019,4500,0,0,,No,No,No,40.8461577,-73.6504304,POINT (-73.6504304 40.8461577)
11/30/2022,277460,,,Roslyn,Nassau,NY,11576,North Hempstead,Town,36059302101,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/17/2020,6/30/2021,Complete,Premier Solar Solutions,No,Generac Power Systems,X7602 [240V],2,Trina Solar,TSM-325DD06M.05(II),48,36660,4275,15.6,15450,,No,No,Yes,40.8031874,-73.6283848,POINT (-73.6283848 40.8031874)
11/30/2022,303917,,,Massapequa,Nassau,NY,11758,Oyster Bay,Town,36059520900,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,4/23/2021,6/30/2021,Complete,Long Island Power Solutions,No,Generac Power Systems,X7602 [240V],1,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,26,36160,4500,9.88,13409,,No,No,No,40.6979378,-73.475699,POINT (-73.475699 40.6979378)
11/30/2022,307776,,,Garden City,Nassau,NY,11530,Hempstead,Town,36059406300,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,5/14/2021,7/29/2021,Complete,Long Island Power Solutions,No,Generac Power Systems,X7602 [240V],2,LG Electronics Inc.,LG370N1K-A6,38,42997,4500,14.06,11583,,No,No,No,40.7239545,-73.6765701,POINT (-73.6765701 40.7239545)
11/30/2022,328078,,,Hicksville,Nassau,NY,11801,Oyster Bay,Town,36059519000,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,8/17/2021,11/12/2021,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],29,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,29,44467.41,4408,11.02,11272,,Yes,No,Yes,40.751994,-73.5397121,POINT (-73.5397121 40.751994)
11/30/2022,313895,,,Bethpage,Nassau,NY,11714,Oyster Bay,Town,36059520001,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,6/22/2021,8/19/2021,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],28,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,28,42391,4256,10.64,13271,,Yes,No,Yes,40.7478914,-73.491996,POINT (-73.491996 40.7478914)
11/30/2022,297317,,,Locust Valley,Nassau,NY,11560,Oyster Bay,Town,36059517801,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,3/18/2021,3/28/2022,Complete,SunRun Inc.,No,Delta Electronics,E6-TL-US [240V],1,LG Electronics Inc.,LG350N1C-V5,20,37750,4650,7,5612,,No,No,No,40.8946396,-73.5953435,POINT (-73.5953435 40.8946396)
11/30/2022,274839,,,Merrick,Nassau,NY,11566,Hempstead,Town,36059415202,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/5/2020,5/19/2021,Complete,NY State Solar (dba for NYSS LLC),No,Generac Power Systems,X7602 [240V],1,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,22,32891.63,4275,7.48,9209,,No,No,Yes,40.645787,-73.5364381,POINT (-73.5364381 40.645787)
11/30/2022,273309,,,Old Bethpage,Nassau,NY,11804,Oyster Bay,Town,36059520100,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,11/18/2020,4/27/2021,Complete,Long Island Power Solutions,No,Generac Power Systems,X7602 [240V],1,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,30,30090,4500,10.2,11797,,No,No,No,40.750823,-73.4583956,POINT (-73.4583956 40.750823)
11/30/2022,370129,,,Bellmore,Nassau,NY,11710,Hempstead,Town,36059408500,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/25/2021,2/15/2022,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],32,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G10+ 400,32,48689.55,5120,12.8,14260,,Yes,No,Yes,40.69988,-73.5434857,POINT (-73.5434857 40.69988)
11/30/2022,289374,,,Port Washington,Nassau,NY,11050,North Hempstead,Town,36059301300,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,2/12/2021,10/25/2021,Complete,NY State Solar (dba for NYSS LLC),No,Generac Power Systems,X7602 [240V],1,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,30,40540,4275,11.4,12105,,No,No,Yes,40.8314608,-73.6883146,POINT (-73.6883146 40.8314608)
11/30/2022,274764,,,Merrick,Nassau,NY,11566,Hempstead,Town,36059414700,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/10/2020,4/26/2021,Complete,NY State Solar (dba for NYSS LLC),No,Generac Power Systems,X7602 [240V],1,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,18,24875.02,4275,6.12,8306,,No,No,Yes,40.6839853,-73.5546084,POINT (-73.5546084 40.6839853)
11/30/2022,293686,,,Jericho,Nassau,NY,11753,Oyster Bay,Town,36059518600,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,2/26/2021,5/26/2021,Complete,Long Island Power Solutions,No,Generac Power Systems,X7602 [240V],1,LG Electronics Inc.,LG340N1K-V5,24,23478,4500,8.16,10846,,No,No,No,40.7931613,-73.5271662,POINT (-73.5271662 40.7931613)
11/30/2022,352987,,,Plainview,Nassau,NY,11803,Oyster Bay,Town,36059519801,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/29/2021,12/27/2021,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],28,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,28,40903.77,4256,10.64,11760,,Yes,No,Yes,40.7693678,-73.4881499,POINT (-73.4881499 40.7693678)
11/30/2022,302975,,,Bellmore,Nassau,NY,11710,Hempstead,Town,36059414900,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,4/20/2021,6/7/2021,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],30,Hanwha Q CELLS,Q.PEAK DUO ML-G9+ 380,30,41789.42,4560,11.4,13014,,Yes,No,Yes,40.6887431,-73.5311732,POINT (-73.5311732 40.6887431)
11/30/2022,330231,,,Mineola,Nassau,NY,11501,North Hempstead,Town,36059303500,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,9/2/2021,11/5/2021,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],30,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,30,60206.29,4560,11.4,12609,,Yes,No,Yes,40.7471425,-73.6510435,POINT (-73.6510435 40.7471425)
11/30/2022,300715,,,Seaford,Nassau,NY,11783,Hempstead,Town,36059416000,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,5/8/2021,6/4/2021,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],28,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,28,49886,4256,10.64,12563,,Yes,No,Yes,40.6705088,-73.4919465,POINT (-73.4919465 40.6705088)
11/30/2022,410080,,,East Meadow,Nassau,NY,11554,Hempstead,Town,36059408300,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,2/15/2022,3/29/2022,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],32,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G10+ 400,32,50004.55,5120,12.8,15102,,Yes,No,Yes,40.7140319,-73.5376382,POINT (-73.5376382 40.7140319)
